UniqueAnimalID,min,max,dias_tracking,TotalDistance_km,distance_per_day,AvgLatitude,AvgLongitude,Year
46,1989-07-01,1989-11-02,125,3212.8448921674817,25.702759137339854,72.49859812646369,-156.97473278688526,1989
48,1989-07-01,1989-11-30,153,2986.181895086316,19.517528726054355,72.05867786885246,-154.77562295081967,1989
49,1986-07-01,1986-10-09,101,1711.809795541102,16.948611837040612,70.04412581453634,-142.66951528822054,1986
50,1992-07-01,1992-11-30,153,2213.925084083204,14.470098588779113,71.79927,-141.53671147540985,1992
51,1991-07-01,1991-11-13,136,2760.6028214819903,20.298550157955813,71.82335405904058,-148.15179132841328,1991
52,1987-07-01,1993-10-25,2309,9295.685991088214,4.025849281545351,72.29699863663308,-148.8384378186129,1987
53,1988-07-01,1988-11-30,153,2912.082381861227,19.033218182099525,72.18772059308073,-150.30931565074135,1988
54,1998-07-01,2002-11-30,1614,12005.111273193883,7.438111073849989,71.97626271463614,-148.02129415372036,1998
55,1987-07-01,1989-11-30,884,11081.5017980982,12.535635518210633,72.11737156177156,-148.86930984848485,1987
56,1987-07-01,2004-11-03,6336,34022.903720170674,5.369776470986533,71.99586417410714,-143.34359581473214,1987
58,1987-07-01,1988-11-30,519,5884.415257772264,11.337987009195114,71.2783630266552,-145.02618598452278,1987
59,1987-07-01,1987-11-18,141,2431.8985870677734,17.24750770970052,75.9158754919499,-155.82757978533095,1987
60,2000-07-01,2001-11-30,518,5726.977783030529,11.055941666082102,70.59766309328968,-141.79600335515548,2000
62,1986-07-01,1986-11-30,153,2803.375365718836,18.322714808619843,71.93074196721311,-175.3109829508197,1986
64,1986-07-18,1986-11-30,136,2363.430142537332,17.378162812774498,67.59826822916666,-173.84988906249998,1986
65,1986-07-01,1986-11-30,153,2508.381318503053,16.394649140542832,71.4114439330544,-173.41217531380752,1986
67,1987-07-01,1987-11-24,147,1902.5090645100477,12.942238534081957,67.95742457420924,-174.62745279805355,1987
69,1987-07-01,1987-11-30,153,3447.0622191838356,22.52981842603814,71.9819206557377,-170.203588852459,1987
71,1987-07-01,1987-11-30,153,3392.681358219873,22.17438796222139,72.53577655737705,-163.79925393442622,1987
72,1988-07-01,1991-11-30,1248,4280.586467677766,3.429957105511031,70.28446694129762,-144.8805455200824,1988
73,1988-07-01,1988-11-30,153,2354.113429999867,15.38636228758083,72.19662032786886,-142.89221426229508,1988
74,1988-07-01,1988-11-30,153,3641.6646918364936,23.801730012003226,72.60941704918034,-157.58295459016392,1988
78,1989-07-01,1989-11-30,153,3475.5269111966227,22.71586216468381,72.56524327868853,-157.03756360655737,1989
79,1989-07-01,1989-11-30,153,3357.5451649169454,21.944739639980035,73.04256459016393,-163.6393832786885,1989
80,1989-07-01,1989-11-30,153,2766.3437766117836,18.08067827850839,72.88419495798318,-176.65125294117647,1989
81,1989-07-01,1990-11-14,502,6312.29954105978,12.574301874621074,72.69763903281519,-160.69594231433504,1989
82,1989-07-01,1989-11-30,153,3984.0497482436763,26.03954083819396,72.00544016393442,-162.04352409836065,1989
83,2001-07-01,2001-11-30,153,2622.5219779491704,17.140666522543597,70.90640934426229,-146.93822344262296,2001
87,1987-07-01,1988-11-30,519,5623.0947154691585,10.834479220557146,71.84810621669628,-168.73003889875665,1987
89,1987-07-01,1987-11-30,153,3727.0346012771574,24.35970327632129,68.51106659436009,-175.24014707158352,1987
90,1988-07-01,1989-11-30,518,5616.867470604397,10.843373495375284,69.626974650913,-175.30398163265306,1988
91,1988-07-01,1988-11-30,153,3349.17502146953,21.890032820062288,70.70548606557377,-154.54756524590164,1988
94,1988-07-01,1988-11-30,153,2350.526276171067,15.362916837719391,70.54154202247192,-176.04638359550563,1988
95,1988-07-01,1988-09-12,74,1404.7695272661656,18.98337199008332,69.03132978723404,-175.63316879432625,1988
96,1988-07-01,1988-11-23,146,3218.5752660961093,22.045036069151433,69.20309585492228,-170.75350034542313,1988
97,1988-07-01,1988-11-03,126,2355.623776166859,18.69542679497507,71.6026248,-160.5452516,1988
98,1988-07-01,1988-10-27,119,2818.9553920302865,23.688700773363752,70.84191719745222,-169.3407382165605,1988
99,1988-07-01,1989-11-07,495,6910.139573597043,13.959877926458672,71.7772670231729,-163.77036604278075,1988
100,1988-07-01,1989-10-30,487,6540.211563491353,13.429592532836455,71.58243282773564,-162.43574279523293,1988
101,1988-07-01,1989-11-30,518,4816.140265463488,9.297568080045343,71.85348005752635,-160.11985263662513,1988
102,1988-07-01,1988-11-10,133,3235.8212115107785,24.329482793314124,71.74891415094339,-161.1716728301887,1988
103,1988-07-01,1989-11-30,518,6708.032961206274,12.949870581479294,71.19541317512274,-159.91462700491,1988
105,1988-07-01,1988-11-30,153,3435.3143361222305,22.453034876615884,70.72512049180328,-164.59918016393442,1988
106,1989-07-01,1989-11-30,153,3152.0423213948525,20.601583799966356,72.50196180327869,-171.41234409836065,1989
107,1989-07-01,1989-11-30,153,3355.096528284382,21.92873547898289,72.66407475409835,-165.91630081967213,1989
108,1989-07-01,1989-11-30,153,3287.2606576510184,21.485363775496854,72.11761639344262,-164.38679803278688,1989
109,1989-07-01,1989-11-30,153,2977.2934494323035,19.459434310015055,72.7294468852459,-167.873421147541,1989
110,1989-07-01,1989-11-30,153,3395.280005288075,22.191372583582186,73.59204213114754,-173.7389026229508,1989
111,1989-07-01,1989-08-12,43,646.6169738869679,15.037604043882975,70.70581420118343,-177.92247159763315,1989
112,1989-07-01,1991-11-28,881,10571.191265495121,11.999082026668695,71.92973751369112,-167.42500153340634,1989
113,1990-07-01,1990-11-30,153,2617.0705528154394,17.105036292911368,72.56832305764411,-173.96607869674185,1990
114,1990-07-01,1990-11-15,138,2892.8362560784685,20.962581565786003,72.51383690721649,-176.58109195876287,1990
115,1990-07-01,1991-09-29,456,4175.9793680267685,9.157849491286774,71.83986077694236,-175.65689674185464,1990
117,1990-07-01,1990-11-30,153,4171.222813192343,27.26289420387152,72.39490819672132,-166.17336344262293,1990
118,1990-07-01,1990-11-30,153,2160.876839307689,14.123378034690777,69.18600796703296,-175.62361923076924,1990
119,1990-07-01,1990-09-07,69,1730.0369772503618,25.072999670295097,73.0069330882353,-165.94715955882353,1990
120,2008-08-30,2008-11-30,93,1168.894930945997,12.568762698344054,70.29104444444445,-145.99115718157182,2008
122,2006-07-01,2006-11-30,153,2286.202837148535,14.942502203585196,70.86751163934426,-150.29581147540983,2006
123,1998-07-01,1998-11-30,153,4527.6612944231965,29.592557479890175,75.30242360655738,-152.4971118032787,1998
124,2006-07-01,2007-11-30,518,7419.868746303752,14.324070938810333,73.689898510427,-151.70891062562066,2006
127,1992-07-01,1993-10-24,481,5330.724814269531,11.082587971454325,72.500847858473,-146.16540074487895,1992
